row_id,true_label,true_class,ensemble_oof_score,best_f1_threshold,predicted_label_best_f1,predicted_class_best_f1,plot_x,plot_y
84,0,FALSE,0.7020779593006592,0.88,0,FALSE,-0.1718236536718102,0.7020779593006592
85,0,FALSE,0.0968185726569217,0.88,0,FALSE,-0.14758277012076898,0.0968185726569217
86,0,FALSE,0.0871453138435081,0.88,0,FALSE,0.08004936621472208,0.0871453138435081
87,0,FALSE,0.2416451705359702,0.88,0,FALSE,-0.013724197109500541,0.2416451705359702
88,0,FALSE,0.9142591000286616,0.88,1,TRUE,-0.12194215954790336,0.9142591000286616
89,0,FALSE,0.552579535683577,0.88,0,FALSE,0.00037611903721088136,0.552579535683577
90,0,FALSE,0.5081112066494697,0.88,0,FALSE,-0.12516764302325936,0.5081112066494697
91,0,FALSE,0.5718973918028087,0.88,0,FALSE,0.07067533502798495,0.5718973918028087
92,0,FALSE,0.7324734881054744,0.88,0,FALSE,-0.019383740793348953,0.7324734881054744
93,0,FALSE,0.6658354829464029,0.88,0,FALSE,-0.042832358605266296,0.6658354829464029
94,0,FALSE,0.5970478647176842,0.88,0,FALSE,-0.07145564790676445,0.5970478647176842
95,0,FALSE,0.6299226139294927,0.88,0,FALSE,0.04690173352279983,0.6299226139294927
96,0,FALSE,0.6017483519633132,0.88,0,FALSE,-0.04974746020077944,0.6017483519633132
97,0,FALSE,0.6287044998566925,0.88,0,FALSE,-0.14844602904620363,0.6287044998566925
98,0,FALSE,0.7933218687302952,0.88,0,FALSE,-0.1375178752366145,0.7933218687302952
99,0,FALSE,0.7404557179707653,0.88,0,FALSE,0.16628315923782522,0.7404557179707653
100,0,FALSE,0.7250214961306964,0.88,0,FALSE,0.14708904865473854,0.7250214961306964
101,0,FALSE,0.1065061622241329,0.88,0,FALSE,0.07189456817186984,0.1065061622241329
102,0,FALSE,0.8318859271997707,0.88,0,FALSE,-0.08428681387457294,0.8318859271997707
103,0,FALSE,0.4837345944396675,0.88,0,FALSE,0.1689034958451806,0.4837345944396675
104,0,FALSE,0.3011321295500143,0.88,0,FALSE,0.10035032542768607,0.3011321295500143
105,0,FALSE,0.8498710232158212,0.88,0,FALSE,0.0780804680972384,0.8498710232158212
106,0,FALSE,0.1615075952995127,0.88,0,FALSE,-0.018229859228236084,0.1615075952995127
107,0,FALSE,0.7859128690169104,0.88,0,FALSE,-0.08199303773574275,0.7859128690169104
108,0,FALSE,0.0961450272284322,0.88,0,FALSE,-0.14529925362474025,0.0961450272284322
109,0,FALSE,0.1396531957580969,0.88,0,FALSE,0.144936862755783,0.1396531957580969
110,0,FALSE,0.1001433075379764,0.88,0,FALSE,-0.01592053565990001,0.1001433075379764
111,0,FALSE,0.462969332186873,0.88,0,FALSE,-0.10714918867371709,0.462969332186873
112,0,FALSE,0.6478647176841502,0.88,0,FALSE,-0.0698556153057651,0.6478647176841502
113,0,FALSE,0.8159071367153912,0.88,0,FALSE,0.028519044819082545,0.8159071367153912
114,0,FALSE,0.4923617082258526,0.88,0,FALSE,-0.11636179814187658,0.4923617082258526
115,0,FALSE,0.6887073660074521,0.88,0,FALSE,0.1283811422732552,0.6887073660074521
116,0,FALSE,0.1297363141301232,0.88,0,FALSE,0.09306703074067563,0.1297363141301232
117,0,FALSE,0.7753797649756378,0.88,0,FALSE,0.07900666414233726,0.7753797649756378
118,0,FALSE,0.5375465749498424,0.88,0,FALSE,-0.024446505680962655,0.5375465749498424
119,0,FALSE,0.2360848380624821,0.88,0,FALSE,0.045831182652879554,0.2360848380624821
120,0,FALSE,0.8225279449699053,0.88,0,FALSE,0.030275268808584804,0.8225279449699053
121,0,FALSE,0.138664373746059,0.88,0,FALSE,0.0539447765597352,0.138664373746059
122,0,FALSE,0.3829177414732015,0.88,0,FALSE,-0.14960004438963992,0.3829177414732015
123,0,FALSE,0.9499426769848094,0.88,1,TRUE,-0.030309335218580535,0.9499426769848094
124,0,FALSE,0.0681284035540269,0.88,0,FALSE,-0.1650188974097187,0.0681284035540269
125,0,FALSE,0.2134709085697907,0.88,0,FALSE,-0.0021633050719731817,0.2134709085697907
126,0,FALSE,0.8540842648323302,0.88,0,FALSE,-0.06124996356019728,0.8540842648323302
127,0,FALSE,0.2932215534537116,0.88,0,FALSE,-0.1279712920082231,0.2932215534537116
128,0,FALSE,0.1988822012037833,0.88,0,FALSE,-0.14277493161988142,0.1988822012037833
129,0,FALSE,0.7620521639438234,0.88,0,FALSE,0.031552045983976346,0.7620521639438234
130,0,FALSE,0.0610920034393809,0.88,0,FALSE,-0.118586531326721,0.0610920034393809
131,0,FALSE,0.7751074806534823,0.88,0,FALSE,0.153043242615647,0.7751074806534823
132,0,FALSE,0.1783319002579535,0.88,0,FALSE,0.02918201029214218,0.1783319002579535
133,0,FALSE,0.143737460590427,0.88,0,FALSE,-0.055126870367458655,0.143737460590427
134,0,FALSE,0.5294640298079679,0.88,0,FALSE,0.03272957693331002,0.5294640298079679
135,0,FALSE,0.3264545715104614,0.88,0,FALSE,-0.1717906064293089,0.3264545715104614
136,0,FALSE,0.4368586987675552,0.88,0,FALSE,0.16508131676692034,0.4368586987675552
137,0,FALSE,0.1264259100028661,0.88,0,FALSE,-0.006370762700555921,0.1264259100028661
138,0,FALSE,0.7104471195184867,0.88,0,FALSE,0.10178468181010303,0.7104471195184867
139,0,FALSE,0.1238320435654915,0.88,0,FALSE,-0.1502172000279221,0.1238320435654915
140,0,FALSE,0.4444969905417025,0.88,0,FALSE,-0.004803000898262272,0.4444969905417025
141,0,FALSE,0.3638865004299226,0.88,0,FALSE,-0.0033454820323724765,0.3638865004299226
142,0,FALSE,0.88804815133276,0.88,1,TRUE,0.1576175237909938,0.88804815133276
143,0,FALSE,0.1357408999713384,0.88,0,FALSE,0.025822098855387138,0.1357408999713384
144,0,FALSE,0.818988248781886,0.88,0,FALSE,-0.009543815619496632,0.818988248781886
145,0,FALSE,0.7001146460303811,0.88,0,FALSE,-0.08388876128691831,0.7001146460303811
146,0,FALSE,0.7781026081971911,0.88,0,FALSE,-0.060635160956681214,0.7781026081971911
147,0,FALSE,0.1366294067067927,0.88,0,FALSE,0.007442064889753602,0.1366294067067927
148,0,FALSE,0.7721553453711666,0.88,0,FALSE,-0.021991874290183205,0.7721553453711666
149,0,FALSE,0.937360275150473,0.88,1,TRUE,-0.17221965124308103,0.937360275150473
150,0,FALSE,0.2647606764115792,0.88,0,FALSE,0.1174650927099688,0.2647606764115792
151,0,FALSE,0.1164803668672972,0.88,0,FALSE,0.142617877862316,0.1164803668672972
152,0,FALSE,0.7974204643164231,0.88,0,FALSE,-0.1295103279605001,0.7974204643164231
153,0,FALSE,0.895342505015764,0.88,1,TRUE,0.019453011674057774,0.895342505015764
154,0,FALSE,0.8931069074233304,0.88,1,TRUE,-0.1409127331912403,0.8931069074233304
155,0,FALSE,0.3725709372312983,0.88,0,FALSE,0.062006433494332214,0.3725709372312983
156,0,FALSE,0.0900257953568357,0.88,0,FALSE,-0.078755837817957,0.0900257953568357
157,0,FALSE,0.301390083118372,0.88,0,FALSE,0.05739214848908464,0.301390083118372
158,0,FALSE,0.7502006305531671,0.88,0,FALSE,0.08171806114327773,0.7502006305531671
159,0,FALSE,0.8172685583261678,0.88,0,FALSE,0.09671309709035653,0.8172685583261678
160,0,FALSE,0.0970478647176841,0.88,0,FALSE,-0.14121325945587723,0.0970478647176841
161,0,FALSE,0.2013040985955861,0.88,0,FALSE,0.14976426424953887,0.2013040985955861
162,0,FALSE,0.318085411292634,0.88,0,FALSE,-0.09712296327784291,0.318085411292634
163,0,FALSE,0.2934078532530811,0.88,0,FALSE,-0.1665314797765753,0.2934078532530811
164,0,FALSE,0.06914588707366,0.88,0,FALSE,0.01974688898093402,0.06914588707366
165,0,FALSE,0.2239036973344798,0.88,0,FALSE,-0.046467977809522054,0.2239036973344798
166,0,FALSE,0.5651046145027229,0.88,0,FALSE,0.11872430752766872,0.5651046145027229
167,0,FALSE,0.7876755517340213,0.88,0,FALSE,0.11097052994314865,0.7876755517340213
168,0,FALSE,0.4776010318142735,0.88,0,FALSE,-0.06582999858382248,0.4776010318142735
169,0,FALSE,0.7820435654915449,0.88,0,FALSE,0.16304378222510818,0.7820435654915449
170,0,FALSE,0.667225566064775,0.88,0,FALSE,-0.0752695782695573,0.667225566064775
171,0,FALSE,0.2174978503869303,0.88,0,FALSE,0.005420566523417242,0.2174978503869303
172,0,FALSE,0.0387073660074519,0.88,0,FALSE,-0.08785256739566301,0.0387073660074519
173,0,FALSE,0.3160074519919748,0.88,0,FALSE,0.15697568521762678,0.3160074519919748
174,0,FALSE,0.3537833190025795,0.88,0,FALSE,-0.12074118567047346,0.3537833190025795
175,0,FALSE,0.5813126970478647,0.88,0,FALSE,-0.16383217701876157,0.5813126970478647
176,0,FALSE,0.1170106047578102,0.88,0,FALSE,-0.023365058398906347,0.1170106047578102
177,0,FALSE,0.066895958727429,0.88,0,FALSE,0.17725520306010134,0.066895958727429
178,0,FALSE,0.6928059615935799,0.88,0,FALSE,0.14100381585176902,0.6928059615935799
179,0,FALSE,0.3552307251361421,0.88,0,FALSE,0.0894988870045017,0.3552307251361421
180,0,FALSE,0.3950845514474061,0.88,0,FALSE,0.14068529671626895,0.3950845514474061
181,0,FALSE,0.7442390369733449,0.88,0,FALSE,0.14164079029123072,0.7442390369733449
182,0,FALSE,0.1287904843794783,0.88,0,FALSE,0.006789009739121665,0.1287904843794783
183,0,FALSE,0.0942247062195471,0.88,0,FALSE,-0.06626554134091452,0.0942247062195471
184,0,FALSE,0.6135282315849814,0.88,0,FALSE,0.0979244755599557,0.6135282315849814
185,0,FALSE,0.4133992548008026,0.88,0,FALSE,0.058198054740393995,0.4133992548008026
186,0,FALSE,0.8291487532244197,0.88,0,FALSE,-0.045483217605464366,0.8291487532244197
187,0,FALSE,0.9738607050730868,0.88,1,TRUE,-0.1459919994978545,0.9738607050730868
188,0,FALSE,0.6973918028088277,0.88,0,FALSE,0.08884426008564933,0.6973918028088277
189,0,FALSE,0.4691602178274577,0.88,0,FALSE,-0.08551421426776872,0.4691602178274577
190,0,FALSE,0.572427629693322,0.88,0,FALSE,0.15725273419216051,0.572427629693322
191,0,FALSE,0.5100745199197478,0.88,0,FALSE,-0.09325059299795349,0.5100745199197478
192,0,FALSE,0.2358125537403267,0.88,0,FALSE,-0.13580714433186503,0.2358125537403267
193,0,FALSE,0.1563055316709659,0.88,0,FALSE,0.1192005619649662,0.1563055316709659
194,0,FALSE,0.6332760103181426,0.88,0,FALSE,-0.12481764601518214,0.6332760103181426
195,0,FALSE,0.5174261966179421,0.88,0,FALSE,-0.11546340906321392,0.5174261966179421
196,0,FALSE,0.7451132129550014,0.88,0,FALSE,0.035777804947503655,0.7451132129550014
197,0,FALSE,0.8614359415305245,0.88,0,FALSE,0.1348423347014872,0.8614359415305245
198,0,FALSE,0.1811693895098882,0.88,0,FALSE,-0.10928352034275363,0.1811693895098882
199,0,FALSE,0.526798509601605,0.88,0,FALSE,-0.06828347775596588,0.526798509601605
200,0,FALSE,0.4458010891372886,0.88,0,FALSE,0.09986574176682395,0.4458010891372886
201,0,FALSE,0.12201203783319,0.88,0,FALSE,0.16985751338194827,0.12201203783319
202,0,FALSE,0.6590140441387218,0.88,0,FALSE,0.0002668270328432254,0.6590140441387218
203,0,FALSE,0.6948982516480366,0.88,0,FALSE,-0.12819689908154971,0.6948982516480366
204,0,FALSE,0.847176841501863,0.88,0,FALSE,-0.17498293642504745,0.847176841501863
205,0,FALSE,0.6159357982229865,0.88,0,FALSE,-0.0973238292004121,0.6159357982229865
206,0,FALSE,0.5484379478360563,0.88,0,FALSE,-0.13254400159685242,0.5484379478360563
207,0,FALSE,0.4867153912295786,0.88,0,FALSE,0.06395712250062868,0.4867153912295786
208,0,FALSE,0.8615935798222987,0.88,0,FALSE,-0.1361402983337288,0.8615935798222987
209,0,FALSE,0.6795930065921467,0.88,0,FALSE,0.0022787753834278834,0.6795930065921467
210,0,FALSE,0.9401977644024077,0.88,1,TRUE,0.06993447683143914,0.9401977644024077
211,0,FALSE,0.4595872742906277,0.88,0,FALSE,0.02920197931952484,0.4595872742906277
212,0,FALSE,0.6147750071653768,0.88,0,FALSE,-0.10808076540237925,0.6147750071653768
213,0,FALSE,0.0625537403267411,0.88,0,FALSE,0.10948482942561455,0.0625537403267411
214,0,FALSE,0.1858770421324161,0.88,0,FALSE,0.07754656666168858,0.1858770421324161
215,0,FALSE,0.8239180280882774,0.88,0,FALSE,0.08603424140959504,0.8239180280882774
216,0,FALSE,0.4869733447979363,0.88,0,FALSE,-0.13281920943936723,0.4869733447979363
217,0,FALSE,0.0336342791630839,0.88,0,FALSE,-0.13544863068587593,0.0336342791630839
218,0,FALSE,0.7460303811980511,0.88,0,FALSE,0.15392251836234272,0.7460303811980511
219,0,FALSE,0.7096732588134136,0.88,0,FALSE,-0.03687185022302136,0.7096732588134136
220,0,FALSE,0.5806248208655775,0.88,0,FALSE,-0.07165847095886169,0.5806248208655775
221,0,FALSE,0.91457437661221,0.88,1,TRUE,-0.004109743673447991,0.91457437661221
222,0,FALSE,0.1944110060189166,0.88,0,FALSE,0.058631116594889676,0.1944110060189166
223,0,FALSE,0.1177128116938951,0.88,0,FALSE,0.16402437253690916,0.1177128116938951
224,0,FALSE,0.7072943536830038,0.88,0,FALSE,-0.07687935832246019,0.7072943536830038
225,0,FALSE,0.413055316709659,0.88,0,FALSE,0.15293103455232976,0.413055316709659
226,0,FALSE,0.8471338492404701,0.88,0,FALSE,-0.17105058310094773,0.8471338492404701
227,0,FALSE,0.0414230438521066,0.88,0,FALSE,0.019871295237656877,0.0414230438521066
228,0,FALSE,0.647047864717684,0.88,0,FALSE,0.048231040205190645,0.647047864717684
229,0,FALSE,0.4749355116079106,0.88,0,FALSE,-0.1418769346497288,0.4749355116079106
230,0,FALSE,0.3821438807681284,0.88,0,FALSE,-0.12947774505699144,0.3821438807681284
231,0,FALSE,0.2796359988535397,0.88,0,FALSE,-0.02911884504613063,0.2796359988535397
232,0,FALSE,0.6164803668672972,0.88,0,FALSE,0.1678434883715454,0.6164803668672972
233,0,FALSE,0.289194611636572,0.88,0,FALSE,0.03457531916437423,0.289194611636572
234,0,FALSE,0.1194468329034107,0.88,0,FALSE,0.155888359776076,0.1194468329034107
235,0,FALSE,0.1976640871309831,0.88,0,FALSE,0.10956992962066947,0.1976640871309831
236,0,FALSE,0.0634565778159931,0.88,0,FALSE,-0.011742623440095051,0.0634565778159931
237,0,FALSE,0.968042419031241,0.88,1,TRUE,0.10251484173078745,0.968042419031241
238,0,FALSE,0.6830753797649756,0.88,0,FALSE,-0.1735787577682844,0.6830753797649756
239,0,FALSE,0.3875322441960447,0.88,0,FALSE,-0.14070816116433543,0.3875322441960447
240,0,FALSE,0.8983376325594726,0.88,1,TRUE,0.11859430135778509,0.8983376325594726
241,0,FALSE,0.5503869303525366,0.88,0,FALSE,0.1068541517970582,0.5503869303525366
242,0,FALSE,0.499469762109487,0.88,0,FALSE,-0.09624933289208387,0.499469762109487
243,0,FALSE,0.4496130696474634,0.88,0,FALSE,0.01107705261565925,0.4496130696474634
244,0,FALSE,0.4083118372026368,0.88,0,FALSE,0.038165695452003934,0.4083118372026368
245,0,FALSE,0.1666380051590713,0.88,0,FALSE,0.132386023359364,0.1666380051590713
246,0,FALSE,0.2206649469762109,0.88,0,FALSE,0.03711857664194124,0.2206649469762109
247,0,FALSE,0.9780452851820004,0.88,1,TRUE,-0.03147423506147509,0.9780452851820004
248,0,FALSE,0.2524505588993981,0.88,0,FALSE,-0.04529374437341421,0.2524505588993981
249,0,FALSE,0.3954714817999426,0.88,0,FALSE,-0.02668244890553645,0.3954714817999426
250,0,FALSE,0.0662367440527371,0.88,0,FALSE,0.054695169208790695,0.0662367440527371
251,0,FALSE,0.8322155345371167,0.88,0,FALSE,0.13229662743083698,0.8322155345371167
252,0,FALSE,0.2736744052737173,0.88,0,FALSE,-0.016597122452532087,0.2736744052737173
253,0,FALSE,0.2050444253367727,0.88,0,FALSE,-0.09077775733751108,0.2050444253367727
254,0,FALSE,0.474218973918028,0.88,0,FALSE,-0.09480154932087079,0.474218973918028
255,0,FALSE,0.3687016337059329,0.88,0,FALSE,0.08856514088764073,0.3687016337059329
256,0,FALSE,0.2156778446546288,0.88,0,FALSE,0.1139647548326077,0.2156778446546288
257,0,FALSE,0.1678561192318715,0.88,0,FALSE,-0.14209989125251501,0.1678561192318715
258,0,FALSE,0.1714244769274864,0.88,0,FALSE,-0.15603881149613585,0.1714244769274864
259,0,FALSE,0.3749785038693035,0.88,0,FALSE,0.03399611895232266,0.3749785038693035
260,0,FALSE,0.4839638865004298,0.88,0,FALSE,-0.1273776320906286,0.4839638865004298
261,0,FALSE,0.5998280309544282,0.88,0,FALSE,0.11687910856428285,0.5998280309544282
262,0,FALSE,0.6628976784178847,0.88,0,FALSE,-0.0682795173873332,0.6628976784178847
263,0,FALSE,0.6101461736887359,0.88,0,FALSE,-0.12820610413038863,0.6101461736887359
264,0,FALSE,0.4496703926626541,0.88,0,FALSE,0.15154937009548208,0.4496703926626541
265,0,FALSE,0.4871596445973057,0.88,0,FALSE,-0.12040857981529986,0.4871596445973057
266,0,FALSE,0.4165376898824878,0.88,0,FALSE,-0.0775007703583432,0.4165376898824878
267,0,FALSE,0.6760963026655202,0.88,0,FALSE,-0.1246991777308589,0.6760963026655202
268,0,FALSE,0.6013470908569791,0.88,0,FALSE,-0.1384235770804722,0.6013470908569791
269,0,FALSE,0.0878188592719977,0.88,0,FALSE,-0.17238671411888157,0.0878188592719977
270,0,FALSE,0.4799512754370879,0.88,0,FALSE,-0.16005765270086636,0.4799512754370879
271,0,FALSE,0.4950128976784179,0.88,0,FALSE,-0.11712907046309302,0.4950128976784179
272,0,FALSE,0.00957294353683,0.88,0,FALSE,-0.16078250425421686,0.00957294353683
273,0,FALSE,0.7244052737173975,0.88,0,FALSE,0.03281177379994965,0.7244052737173975
274,0,FALSE,0.6622814560045859,0.88,0,FALSE,0.06505722964782229,0.6622814560045859
275,0,FALSE,0.7309687589567211,0.88,0,FALSE,-0.03829303554046984,0.7309687589567211
276,0,FALSE,0.2318572656921754,0.88,0,FALSE,-0.06552320509726221,0.2318572656921754
277,0,FALSE,0.7258813413585553,0.88,0,FALSE,0.0016294453280028265,0.7258813413585553
278,0,FALSE,0.5570507308684436,0.88,0,FALSE,0.1350017792044591,0.5570507308684436
279,0,FALSE,0.5382917741473202,0.88,0,FALSE,0.12640738565599413,0.5382917741473202
280,0,FALSE,0.1415018629979937,0.88,0,FALSE,-0.16434897767539489,0.1415018629979937
281,0,FALSE,0.4308684436801376,0.88,0,FALSE,-0.11466057254525133,0.4308684436801376
282,0,FALSE,0.8388936658068215,0.88,0,FALSE,-0.09477184640241743,0.8388936658068215
283,0,FALSE,0.2238177128116939,0.88,0,FALSE,-0.09022047270040374,0.2238177128116939
284,0,FALSE,0.1271854399541416,0.88,0,FALSE,0.02564375462739818,0.1271854399541416
285,0,FALSE,0.3901977644024075,0.88,0,FALSE,-0.03014552674685078,0.3901977644024075
286,0,FALSE,0.0627830323875035,0.88,0,FALSE,-0.16226851682606616,0.0627830323875035
287,0,FALSE,0.1312410432788764,0.88,0,FALSE,-0.045498910154554234,0.1312410432788764
288,0,FALSE,0.893694468329034,0.88,1,TRUE,0.008551061538349392,0.893694468329034
289,0,FALSE,0.4151332760103182,0.88,0,FALSE,-0.14339811495466226,0.4151332760103182
290,0,FALSE,0.8679564345084552,0.88,0,FALSE,0.12004507936388148,0.8679564345084552
291,0,FALSE,0.1248781885927199,0.88,0,FALSE,-0.16129372807256245,0.1248781885927199
292,0,FALSE,0.1565491544855259,0.88,0,FALSE,0.15294307284650233,0.1565491544855259
